ID,Price,Price per sqm,Rooms,Area_total,Kitchen_area,Storeys,District ID,Latitude,Longitude,Construction Type,Renovation State,Construction Year,Log_Price,Log_Price per sqm,balcony,bathroom_num,wardrobe,view,furnished,appliances,floor_heating,air_conditioning,parking,security_features,renovation_quality,distance_to_nearest_metro_stations_m,sports_centers_count,supermarkets_count,schools_count,kindergartens_count,cafes_restaurants_count,public_transport_count,distance_to_nearest_woods_parks_m,distance_to_nearest_water_reservoirs_m,Floor
1869427067.0,3788899.0,84189.0,1.0,45.0,18.0,16.0,10026639,50.50133149239744,30.42526023662504,утеплена панель,з ремонтом,1995.75,15.147586297464546,11.34083142833171,False,1.0,True,False,True,True,True,True,False,False,5.0,2767.5,0,1,3,2,2,1,377.2,1193.0,12
1865117607.0,3539082.0,85272.0,1.0,41.5,12.0,21.0,10026639,50.501948543115,30.412401388426,монолітно-каркасний,з ремонтом,1995.0,15.079378212005397,11.35361315347912,False,1.0,True,False,False,True,True,False,False,False,5.0,3129.6,0,0,0,0,2,0,481.4,706.7,21
1643057990.0,2206722.0,47965.0,1.0,46.0,18.0,23.0,10026639,50.504359,30.423387,монолітно-каркасний,без ремонту,1998.5,14.607019167620136,10.778247705570111,False,1.0,False,False,False,False,False,False,False,False,1.0,0.0,0,2,5,3,3,2,108.2,889.4,6
1942690502.0,1519724.0,50672.0,1.0,30.0,6.8,9.0,10026639,50.456352364288,30.407886106525,панельні,з ремонтом,2006.0,14.23403995540164,10.833148503348454,False,1.0,False,False,False,False,False,False,True,False,2.0,358.1,2,1,2,0,5,3,447.3,509.8,5
1984487185.0,4350989.0,70158.0,2.0,62.0,12.0,14.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.28591396337795,11.158519373808796,False,2.0,True,False,False,False,False,False,True,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,12
1980008875.0,2810447.0,58541.0,1.0,48.0,7.0,9.0,10026639,50.514711,30.426064,утеплена панель,з ремонтом,1989.428571428572,14.848854459207203,10.977499724336004,True,1.0,False,False,True,True,False,True,True,True,5.0,0.0,0,2,6,6,2,5,779.1,1198.7,4
1846045731.0,2914538.0,48590.0,2.0,60.0,19.0,25.0,10026639,50.508058,30.427894,монолітно-каркасний,без ремонту,1997.0,14.885222217747229,10.791193607554506,False,1.0,False,False,False,False,False,False,False,False,1.0,0.0,0,0,4,6,2,1,431.9,0.0,8
1947013278.0,1582178.0,31644.0,2.0,50.0,8.0,16.0,10026639,50.508058,30.427894,утеплена панель,з ремонтом,1978.0,14.274313568823027,10.362335437209406,False,1.0,False,False,True,True,False,False,True,False,3.0,0.0,0,0,4,6,2,1,431.9,0.0,12
1979613219.0,1332360.0,37098.0,1.0,35.9,19.2,18.0,10026639,50.508058,30.427894,монолітно-каркасний,з ремонтом,2018.0,14.10246311438393,10.521345294054358,False,1.0,False,False,True,True,False,True,True,True,5.0,0.0,0,0,4,6,2,1,431.9,0.0,17
1825665658.0,1290724.0,37973.0,1.0,34.0,6.0,18.0,10026639,50.510953,30.418384,монолітно-каркасний,з ремонтом,2018.0,14.070714633970166,10.54465699400336,False,1.0,False,False,True,True,False,True,True,True,5.0,0.0,0,2,5,6,0,1,92.5,512.3,17
1782178941.0,1040907.0,37182.0,1.0,28.0,6.0,18.0,10026639,50.49836645336,30.420064337042,монолітно-каркасний,без ремонту,2018.0,13.85560396713067,10.523606946562516,False,1.0,False,False,False,False,False,False,True,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,16
1855974690.0,2539812.0,41345.0,3.0,61.4,7.0,10.0,10026639,50.505941,30.420127,панельні,з ремонтом,1977.0,14.747601014237238,10.629730960585263,True,1.0,False,False,True,True,False,True,True,True,3.0,0.0,0,2,2,5,6,5,120.5,602.7,5
1931887870.0,2581448.0,56126.0,1.0,46.0,14.0,16.0,10026639,50.506405,30.42089,утеплена панель,з ремонтом,2001.0,14.76386142715085,10.935372259153528,True,1.0,False,False,True,True,False,False,True,False,4.0,0.0,0,1,3,4,4,5,188.0,632.8,2
1983980966.0,3455809.0,57292.0,2.0,60.3,18.28,16.0,10026639,50.504909,30.434841,цегляний будинок,без ремонту,2024.0,15.055567430542949,10.95593373119133,False,1.0,False,False,False,False,False,False,False,True,1.0,0.0,0,1,6,8,4,4,712.0,0.0,6
1913119844.0,2331214.0,58291.0,1.0,40.0,10.0,16.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,1982.0,14.661900148856734,10.973220141653588,True,1.0,False,False,False,False,False,False,False,False,5.0,2556.2,0,0,1,0,0,0,303.0,0.0,4
1836489741.0,2206722.0,46966.0,2.0,47.0,6.0,9.0,10026639,50.508954,30.407901,панельні,з ремонтом,1977.0,14.607019167620136,10.757200506425557,False,1.0,False,False,False,False,False,False,True,False,3.0,0.0,0,2,2,3,2,4,391.6,332.8,9
1932274003.0,3247628.0,44468.0,3.0,73.0,9.0,16.0,10026639,50.508309,30.437776,утеплена панель,з ремонтом,1983.0,14.9934357496017,10.702547596181969,True,1.0,False,False,True,True,False,True,True,False,4.0,0.0,0,1,5,7,2,2,470.2,1151.8,2
1843682271.0,3955444.0,87895.0,1.0,45.0,17.0,25.0,10026639,50.506064539008,30.411229804158,цегляний будинок,з ремонтом,1992.8181818181813,15.190603668657245,11.383909576380717,False,1.0,True,False,True,True,False,False,False,False,5.0,0.0,0,1,1,4,3,5,615.9,264.1,17
1846797358.0,3414173.0,49922.0,2.0,68.4,21.3,23.0,10026639,50.49836645336,30.420064337042,цегляний будинок,без ремонту,2022.0,15.043446147645854,10.818237097391451,True,2.0,False,False,False,False,False,False,False,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,7
1956567921.0,4355152.0,69117.0,2.0,63.0,18.0,25.0,10026639,50.50007126623631,30.426439805442467,утеплена панель,з ремонтом,1994.3333333333333,15.286870299683772,11.143570467874122,False,1.0,True,False,True,False,False,False,True,True,4.0,2613.7,0,1,2,0,2,0,528.8,1348.7,14
1898632633.0,3622354.0,80483.0,1.0,45.0,15.0,25.0,10026639,50.509996,30.417,монолітно-каркасний,з ремонтом,1989.0,15.102634924770603,11.295813685887737,False,1.0,True,True,False,False,False,False,False,True,5.0,0.0,0,2,5,5,3,2,58.4,372.0,19
1395200119.0,2893720.0,39472.0,2.0,73.3,12.3,16.0,10026639,50.50133149239744,30.42526023662504,утеплена панель,з ремонтом,2000.0,14.878053775168192,10.583372172862497,True,2.0,False,True,False,False,False,False,False,False,2.0,2767.5,0,1,3,2,2,1,377.2,1193.0,14
1843274262.0,3205992.0,72864.0,1.0,44.0,15.0,25.0,10026639,50.5079,30.421806,монолітно-каркасний,з ремонтом,2001.0,14.98053242874314,11.196363692967797,False,1.0,True,False,True,True,False,False,False,False,3.0,0.0,0,2,4,4,4,3,366.2,663.1,18
1898200767.0,2373267.0,34892.0,3.0,68.0,7.0,12.0,10026639,50.501948543115,30.412401388426,панельні,з ремонтом,1975.0,14.679778466251255,10.460041515007148,False,1.0,True,False,False,False,False,False,True,False,2.0,3129.6,0,0,0,0,2,0,481.4,706.7,3
1865303874.0,3476627.0,40887.0,3.0,85.0,21.0,23.0,10026639,50.506078,30.434724,утеплена панель,без ремонту,1983.0,15.061573416482856,10.618591900448116,True,2.0,True,True,False,False,False,False,True,False,3.0,0.0,0,1,5,8,4,5,719.6,0.0,22
1906567074.0,2165085.0,42886.0,2.0,50.5,7.8,9.0,10026639,50.5119545416159,30.407159626665617,утеплена панель,з ремонтом,1982.0,14.587970641493536,10.666324028690118,True,1.0,False,False,False,True,False,False,False,False,1.0,0.0,0,1,1,3,1,3,343.7,429.3,4
1917243417.0,2577284.0,46841.0,2.0,55.0,12.0,16.0,10026639,50.50011045143251,30.425320649273512,утеплена панель,з ремонтом,1982.0,14.762247077233088,10.754535515348346,True,1.0,True,False,True,True,False,False,True,False,4.0,2633.8,0,1,2,0,0,0,512.9,1288.4,11
1844039265.0,2498175.0,37848.0,3.0,66.0,8.0,9.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,2000.4782608695648,14.73107142355082,10.541359838437318,True,1.0,False,False,False,False,False,False,False,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,5
1421765922.0,3663990.0,55502.0,2.0,66.0,21.0,25.0,10026639,50.50007126623631,30.426439805442467,утеплена панель,без ремонту,1994.3333333333333,15.114063548441264,10.924192352327712,False,1.0,False,False,False,False,False,False,False,False,1.0,2613.7,0,1,2,0,2,0,528.8,1348.7,1
1899043314.0,4579988.0,48215.0,3.0,95.0,21.3,16.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,2023.0,15.337207154340758,10.78344619516288,True,2.0,False,True,False,False,False,False,True,True,1.0,0.0,0,1,1,4,3,5,615.9,264.1,3
1956223457.0,3122719.0,49548.0,2.0,63.0,21.0,16.0,10026639,50.50007126623631,30.426439805442467,утеплена панель,без ремонту,1994.3333333333333,14.954214974865028,10.81071735791977,False,1.0,False,False,False,False,False,False,False,False,1.0,2613.7,0,1,2,0,2,0,528.8,1348.7,7
1716870467.0,3122719.0,45259.0,2.0,69.0,19.0,16.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,2000.4782608695648,14.954214974865028,10.720178919187529,False,1.0,False,True,False,False,False,False,True,True,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,16
1821234818.0,2123449.0,47174.0,2.0,45.0,7.0,9.0,10026639,50.506064539008,30.411229804158,панельні,з ремонтом,1992.8181818181813,14.568552682425755,10.761619370236753,False,1.0,False,False,True,True,False,False,False,False,3.0,0.0,0,1,1,4,3,5,615.9,264.1,6
1717510397.0,5287804.0,63704.0,3.0,83.0,16.0,25.0,10026639,50.502298,30.426496,монолітно-каркасний,з ремонтом,2002.571428571429,15.480913783888187,11.062018331415482,True,2.0,True,True,False,True,False,True,False,False,4.0,2856.9,0,2,3,3,4,3,293.8,1197.8,19
1906859400.0,5371077.0,39513.0,4.0,136.0,32.0,14.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.496539191217447,10.584410318473353,False,2.0,False,False,False,False,False,False,False,True,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,13
1979941892.0,1998499.0,49631.0,1.0,40.28,10.56,25.0,10026639,50.49836645336,30.420064337042,цегляний будинок,без ремонту,2000.4782608695648,14.507907457133514,10.812391065976266,False,1.0,False,True,False,False,False,False,False,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,20
1842632468.0,3539082.0,84272.0,1.0,42.0,16.0,18.0,10026639,50.506064539008,30.411229804158,монолітно-каркасний,з ремонтом,2019.0,15.079378212005397,11.34181680799034,False,1.0,False,False,True,True,True,False,False,False,5.0,0.0,0,1,1,4,3,5,615.9,264.1,2
1967056147.0,4996350.0,83273.0,2.0,60.0,17.0,16.0,10026639,50.50007126623631,30.426439805442467,утеплена панель,з ремонтом,1994.3333333333333,15.424218403964716,11.329891654583896,True,1.0,False,False,False,True,False,True,False,False,4.0,2613.7,0,1,2,0,2,0,528.8,1348.7,13
1819995931.0,2206680.0,46966.0,1.0,47.0,21.3,18.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.607000134692264,10.757200506425557,False,1.0,False,True,False,False,False,False,False,False,3.0,0.0,0,1,1,4,3,5,615.9,264.1,17
1329978461.0,4808987.0,47133.0,5.0,102.0,8.0,9.0,10026639,50.51282,30.413416,утеплена панель,з ремонтом,1979.0,15.385997224935414,10.76074988794804,True,2.0,True,False,True,True,True,False,False,False,4.0,0.0,0,2,5,3,1,4,379.3,507.1,1
1946566259.0,1373997.0,53461.0,1.0,25.7,3.0,18.0,10026639,50.508058,30.427894,монолітно-каркасний,з ремонтом,2018.0,14.133235296159295,10.886726400141653,False,1.0,False,False,True,True,False,True,True,True,5.0,0.0,0,0,4,6,2,1,431.9,0.0,2
1785494069.0,3705627.0,40596.0,3.0,91.3,22.9,10.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.125363303023471,10.611449451234089,False,2.0,False,False,False,False,False,False,False,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,2
1936410813.0,2289994.0,56001.0,1.0,40.9,11.0,25.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.644060192121923,10.93314268336526,True,1.0,False,True,False,False,False,False,False,False,3.0,0.0,0,1,1,4,3,5,615.9,264.1,21
1902548680.0,2414903.0,55918.0,1.0,43.2,16.7,24.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.6971700927259,10.931659494058238,True,1.0,False,False,False,False,False,False,True,True,3.0,0.0,0,1,1,4,3,5,615.9,264.1,5
1763624864.0,4413443.0,49048.0,3.0,90.0,24.0,25.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,15.300165895019342,10.800575077425847,False,2.0,True,True,False,False,False,False,False,True,4.0,0.0,0,1,1,4,3,5,615.9,264.1,15
1815671195.0,3289264.0,47841.0,2.0,68.77,19.26,24.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,15.006174693527788,10.775659193770734,True,1.0,False,True,False,False,False,False,True,True,5.0,0.0,0,1,1,4,3,5,615.9,264.1,17
1917241270.0,3955444.0,45717.0,2.0,86.5,23.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.190603668657245,10.730247372419994,True,2.0,False,True,False,False,False,False,True,False,4.0,2556.2,0,0,1,0,0,0,303.0,0.0,19
1821548014.0,3205992.0,46467.0,2.0,69.0,21.21,15.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.98053242874314,10.746519182633364,False,1.0,False,False,False,False,False,False,False,False,1.0,0.0,0,1,1,4,3,5,615.9,264.1,14
1205691491.0,2081813.0,47799.0,1.0,43.55,16.45,25.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.548750186990455,10.774780918479546,False,1.0,False,True,False,False,False,False,False,False,3.0,0.0,0,1,1,4,3,5,615.9,264.1,25
1940858477.0,5620894.0,83898.0,2.0,67.0,20.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,2000.4782608695648,15.542001461859552,11.337368973433136,False,1.0,True,False,True,True,True,True,False,False,5.0,2556.2,0,0,1,0,0,0,303.0,0.0,23
1969870049.0,4871442.0,90226.0,2.0,54.0,17.6,26.0,10026639,50.506064539008,30.411229804158,панельні,з ремонтом,2022.0,15.398900755070878,11.41008399607052,False,1.0,True,True,True,True,False,False,False,True,5.0,0.0,0,1,1,4,3,5,615.9,264.1,25
1932290308.0,2289994.0,49797.0,1.0,46.0,18.4,25.0,10026639,50.511576,30.409361,панельні,без ремонту,2000.5,14.644060192121923,10.815730101563714,False,1.0,False,True,False,False,False,False,False,False,1.0,0.0,0,3,3,3,1,3,503.7,426.2,13
1965616419.0,3118556.0,48715.0,2.0,64.0,18.5,25.0,10026639,50.508058,30.427894,монолітно-каркасний,без ремонту,1997.0,14.952880952799552,10.793762797207002,False,2.0,False,True,False,False,False,False,False,False,3.0,0.0,0,0,4,6,2,1,431.9,0.0,19
1850525217.0,2997810.0,82149.0,1.0,36.5,12.0,21.0,10026639,50.514745,30.428382,монолітно-каркасний,з ремонтом,2018.0,14.91339291362943,11.316302123465414,False,1.0,False,True,True,True,False,False,False,True,3.0,0.0,0,2,3,6,2,2,917.5,0.0,18
1789925528.0,2498175.0,35683.0,3.0,70.0,8.0,16.0,10026639,50.506972,30.443761,утеплена панель,з ремонтом,1983.0,14.73107142355082,10.482457688033676,True,1.0,True,False,False,False,False,False,False,False,1.0,0.0,0,2,5,7,1,5,270.4,0.0,14
1097532116.0,2144226.0,47632.0,1.0,45.0,13.0,18.0,10026639,50.502625,30.425638,монолітно-каркасний,з ремонтом,2018.0,14.57828967243394,10.771281077324732,True,1.0,False,False,True,False,False,False,True,False,5.0,2903.4,0,2,3,3,3,3,239.3,1127.0,13
1290877265.0,1811177.0,31228.0,2.0,58.0,8.0,9.0,10026639,50.506064539008,30.411229804158,панельні,з ремонтом,1974.0,14.40948802027412,10.349102429271342,True,1.0,False,False,False,False,False,False,False,False,1.0,0.0,0,1,1,4,3,5,615.9,264.1,1
1865970819.0,3122719.0,43177.0,3.0,72.3,8.4,16.0,10026639,50.501513,30.421786,утеплена панель,з ремонтом,1985.0,14.954214974865028,10.673086385256404,False,1.0,False,True,False,False,False,False,True,False,3.0,2847.6,0,1,2,1,2,0,403.5,1003.0,11
1564663057.0,5391895.0,51588.0,3.0,104.5,24.1,25.0,10026639,50.509326,30.404954,монолітно-каркасний,без ремонту,2018.0,15.50040764355444,10.851063750449358,False,2.0,False,False,False,False,False,False,False,False,1.0,0.0,0,2,1,2,1,2,182.1,313.2,5
1666870345.0,3705627.0,43594.0,3.0,85.0,23.0,26.0,10026639,50.513473,30.427331,утеплена панель,без ремонту,1999.5,15.125363303023471,10.682697743861915,False,3.0,False,False,False,False,False,False,True,False,1.0,0.0,0,2,6,7,2,5,784.9,1200.3,20
1692391835.0,2831224.0,34933.0,3.0,81.0,8.0,16.0,10026639,50.509899,30.414566,утеплена панель,з ремонтом,2003.0,14.856220038152422,10.461215845988338,False,1.0,False,True,False,False,False,False,True,False,3.0,0.0,0,2,5,4,0,2,205.1,231.3,15
1515060377.0,2997810.0,42844.0,3.0,70.0,8.5,12.0,10026639,50.507695,30.409641,утеплена панель,з ремонтом,1978.0,14.91339291362943,10.66534423110322,True,1.0,False,False,False,False,False,False,False,False,2.0,0.0,0,2,2,3,3,5,560.8,212.4,8
1973772072.0,2289994.0,36349.0,3.0,63.0,7.7,9.0,10026639,50.51153,30.412828,панельні,з ремонтом,1976.0,14.644060192121923,10.500949482961666,True,1.0,False,False,False,False,False,False,True,True,1.0,0.0,0,2,4,4,0,3,338.5,360.0,6
1324852380.0,3122719.0,42969.0,2.0,72.7,12.3,22.0,10026639,50.502223,30.427676,утеплена панель,з ремонтом,2004.0,14.954214974865028,10.66825747676904,True,1.0,True,False,True,True,False,True,False,False,3.0,2835.8,0,2,6,4,3,3,343.3,1272.5,4
1730733115.0,4579988.0,38181.0,4.0,120.0,40.0,25.0,10026639,50.51442,30.431491,монолітно-каркасний,без ремонту,2019.0,15.337207154340758,10.550119479354604,True,2.0,False,False,False,False,False,False,True,False,1.0,0.0,0,2,4,7,0,3,875.8,995.3,21
1976248716.0,1623814.0,54128.0,1.0,30.0,12.0,9.0,10026639,50.509996,30.417,панельні,з ремонтом,1975.0,14.300288876958652,10.899125365576408,True,1.0,False,False,False,False,False,False,False,False,3.0,0.0,0,2,5,5,3,2,58.4,372.0,5
1975791841.0,2435679.0,60456.0,1.0,40.3,14.0,16.0,10026639,50.507378,30.418842,утеплена панель,з ремонтом,2000.0,14.70573653629308,11.00968764751916,True,1.0,False,False,False,False,False,False,False,True,3.0,0.0,0,1,2,5,4,4,283.5,462.9,9
1975445043.0,2581448.0,40929.0,3.0,63.1,7.4,9.0,10026639,50.502515,30.422121,панельні,з ремонтом,1976.0,14.76386142715085,10.619618569486448,True,1.0,False,False,False,False,False,False,False,False,3.0,2948.1,0,1,2,1,2,2,309.9,939.2,1
1892162778.0,2581448.0,53795.0,2.0,48.0,20.0,24.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,14.76386142715085,10.89295439394344,False,1.0,False,False,False,False,False,False,False,True,2.0,2556.2,0,0,1,0,0,0,303.0,0.0,20
1155320732.0,2810447.0,70990.0,1.0,39.6,21.3,25.0,10026639,50.513473,30.427331,монолітно-каркасний,з ремонтом,2017.0,14.848854459207203,11.170308387425273,False,1.0,True,False,True,True,False,False,False,True,1.0,0.0,0,2,6,7,2,5,784.9,1200.3,13
1797150593.0,2194231.0,49881.0,1.0,44.0,16.0,25.0,10026639,50.505253,30.436027,утеплена панель,без ремонту,2003.5,14.6013426571622,10.817415495221097,False,1.0,False,True,False,False,False,False,True,False,1.0,0.0,0,2,5,9,6,5,798.0,0.0,14
1978986651.0,2498175.0,42345.0,2.0,59.0,8.6,12.0,10026639,50.506064539008,30.411229804158,утеплена панель,з ремонтом,1980.0,14.73107142355082,10.653629244615882,True,1.0,True,True,True,True,False,True,True,True,3.0,0.0,0,1,1,4,3,5,615.9,264.1,7
1941309016.0,1332360.0,40637.0,1.0,32.8,7.3,9.0,10026639,50.502624,30.423179,утеплена панель,без ремонту,1983.0,14.10246311438393,10.61245886844296,False,1.0,False,False,False,False,False,False,False,False,1.0,2940.7,0,2,3,1,3,2,259.3,987.4,2
1850746731.0,3380864.0,44468.0,2.0,76.0,21.0,24.0,10026639,50.501948543115,30.412401388426,монолітно-каркасний,без ремонту,1995.0,15.033642151877755,10.702547596181969,False,1.0,False,False,False,False,False,False,False,False,1.0,3129.6,0,0,0,0,2,0,481.4,706.7,24
1338151976.0,1165815.0,52504.0,1.0,22.2,4.6,9.0,10026639,50.506064539008,30.411229804158,панельні,з ремонтом,1972.0,13.96893182898045,10.868663682140092,True,1.0,False,False,False,False,False,False,False,False,2.0,0.0,0,1,1,4,3,5,615.9,264.1,4
1903605482.0,3414173.0,50131.0,2.0,68.1,18.4,15.0,10026639,50.506064539008,30.411229804158,монолітно-каркасний,без ремонту,2018.0,15.043446147645854,10.822414805731412,False,2.0,False,False,False,False,False,False,False,True,3.0,0.0,0,1,1,4,3,5,615.9,264.1,15
1970465231.0,1956904.0,48923.0,1.0,40.0,11.0,25.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.48687470151061,10.798023352607254,False,1.0,False,False,False,False,False,False,False,False,1.0,0.0,0,1,1,4,3,5,615.9,264.1,6
1975745650.0,3913808.0,40762.0,3.0,96.0,22.0,16.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.18002162656502,10.615530086198364,False,1.0,False,True,False,False,False,False,True,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,11
1970491359.0,3497445.0,87437.0,1.0,40.0,11.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,2000.4782608695648,15.067543545802868,11.378685249761752,False,1.0,False,False,False,False,False,False,False,True,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,9
1951114941.0,2123449.0,46175.0,1.0,46.0,17.0,14.0,10026639,50.501513,30.421786,монолітно-каркасний,без ремонту,2009.0,14.568552682425755,10.740215461573598,True,1.0,False,False,False,False,False,False,False,False,1.0,2847.6,0,1,2,1,2,0,403.5,1003.0,7
1773565101.0,3788858.0,44343.0,2.0,85.47,23.0,25.0,10026639,50.456352364288,30.407886106525,монолітно-каркасний,без ремонту,2006.0,15.14757547632336,10.69973269109964,True,2.0,True,False,False,False,False,False,True,False,3.0,358.1,2,1,2,0,5,3,447.3,509.8,7
1695513600.0,4330170.0,52795.0,3.0,82.0,17.0,23.0,10026639,50.50007126623631,30.426439805442467,утеплена панель,без ремонту,1994.3333333333333,15.281117591115748,10.874190709248843,True,2.0,True,False,False,False,False,False,False,True,1.0,2613.7,0,1,2,0,2,0,528.8,1348.7,2
1338877871.0,3830535.0,45592.0,3.0,84.0,19.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.15851529914573,10.72750947494687,False,1.0,False,False,False,False,False,False,True,False,3.0,2556.2,0,0,1,0,0,0,303.0,0.0,2
1167878832.0,2831265.0,40637.0,2.0,69.7,19.5,26.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,14.85623451941164,10.61245886844296,True,2.0,False,False,False,False,False,False,True,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,24
1902463231.0,2706357.0,45093.0,2.0,60.0,18.0,16.0,10026639,50.501948543115,30.412401388426,монолітно-каркасний,без ремонту,1995.0,14.811114377557896,10.716504478946458,False,1.0,False,False,False,False,False,False,False,False,1.0,3129.6,0,0,0,0,2,0,481.4,706.7,10
1980103321.0,2893720.0,43469.0,2.0,66.6,20.8,23.0,10026639,50.506064539008,30.411229804158,панельні,без ремонту,1992.8181818181813,14.878053775168192,10.679826323982835,False,2.0,True,False,False,False,False,False,True,True,3.0,0.0,0,1,1,4,3,5,615.9,264.1,9
1793709245.0,3414173.0,48757.0,2.0,70.0,20.0,26.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,15.043446147645854,10.794624565526744,True,2.0,True,True,False,False,False,False,False,True,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,14
1061922579.0,2394085.0,54419.0,1.0,44.0,17.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,14.68851208759602,10.904487012337237,False,1.0,False,False,False,False,False,False,False,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,5
1898215242.0,4996350.0,71365.0,2.0,70.0,22.0,16.0,10026639,50.510426,30.41064,утеплена панель,без ремонту,1988.5,15.424218403964716,11.175576844436794,False,1.0,False,True,False,False,False,False,False,False,4.0,0.0,0,3,3,4,1,4,473.1,270.0,10
1902506937.0,3018629.0,43136.0,2.0,70.0,19.0,16.0,10026639,50.50133149239744,30.42526023662504,утеплена панель,без ремонту,1995.75,14.92031364404011,10.672136376495851,False,1.0,False,False,False,False,False,False,False,False,1.0,2767.5,0,1,3,2,2,1,377.2,1193.0,9
706675788.0,2743829.0,36099.0,3.0,76.0,8.3,16.0,10026639,50.49836645336,30.420064337042,утеплена панель,з ремонтом,1978.0,14.824865312555955,10.494048144320972,False,1.0,False,False,False,False,False,False,False,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,8
1542661822.0,6062238.0,73322.0,3.0,82.7,19.5,17.0,10026639,50.506064539008,30.411229804158,цегляний будинок,з ремонтом,1992.8181818181813,15.61758976175474,11.202629617646862,True,1.0,True,True,True,True,False,False,False,False,5.0,0.0,0,1,1,4,3,5,615.9,264.1,17
1622139962.0,4788169.0,49881.0,3.0,96.0,21.0,16.0,10026639,50.511721,30.429954,цегляний будинок,без ремонту,1987.5,15.38165885045994,10.817415495221097,True,2.0,False,True,False,False,False,False,True,True,1.0,0.0,0,3,4,10,4,5,861.0,1230.9,4
1979884692.0,4121989.0,87686.0,1.0,47.0,20.0,25.0,10026639,50.510117,30.416147,монолітно-каркасний,з ремонтом,1989.0,15.231846614422803,11.38152893476156,False,1.0,False,False,True,True,False,True,False,True,5.0,0.0,0,4,5,5,1,0,91.9,329.4,24
1966395534.0,1498905.0,32602.0,2.0,46.0,7.0,9.0,10026639,50.506064539008,30.411229804158,панельні,з ремонтом,1974.0,14.220246066646162,10.39215958766068,True,1.0,False,True,False,False,False,False,False,False,1.0,0.0,0,1,1,4,3,5,615.9,264.1,9
1773580640.0,1998540.0,48757.0,1.0,41.0,11.0,25.0,10026639,50.49836645336,30.420064337042,утеплена панель,без ремонту,2000.4782608695648,14.507927972309618,10.794624565526744,False,1.0,False,True,False,False,False,False,False,False,1.0,2556.2,0,0,1,0,0,0,303.0,0.0,16
1186042863.0,2706357.0,48340.0,2.0,56.0,8.3,18.0,10026639,50.50759,30.410488,утеплена панель,з ремонтом,1989.0,14.811114377557896,10.786035340845324,True,1.0,True,False,True,True,False,False,False,False,5.0,0.0,0,2,2,4,3,6,581.1,161.9,1
1193286299.0,2872902.0,47882.0,2.0,60.0,17.0,16.0,10026639,50.506216,30.426855,монолітно-каркасний,без ремонту,1997.3809523809523,14.870833574773984,10.776515814350669,False,1.0,False,False,False,False,False,False,False,True,3.0,0.0,0,1,5,6,1,3,221.6,1045.8,8
